LLgeneID,EntrezGeneID
LL0000000490,387530
LL0000000491,798918
LL0000000492,394240
LL0000000493,100536210
LL0000000494,562701
LL0000000495,559276
LL0000000496,246224
LL0000000497,554265
LL0000000498,30517
LL0000000499,641291
LL0000000500,565319
LL0000000501,565968
LL0000000502,321945
LL0000000503,569558
LL0000000504,567406
LL0000000505,493784
LL0000000506,393763
LL0000000507,321033
LL0000000508,373125
LL0000000509,557507
LL0000000510,100150876
LL0000000511,791218
LL0000000512,557064
LL0000000513,562261
LL0000000514,562232
LL0000000515,406647
LL0000000516,334795
LL0000000517,100537095
LL0000000518,100534741
LL0000000519,100007662
LL0000000520,101887016
LL0000000521,572549
LL0000000522,445486
LL0000000523,321793
LL0000000524,406404
LL0000000525,406590
LL0000000526,100003595
LL0000000527,548336
LL0000000528,415208
LL0000000529,402854
LL0000000530,504040
LL0000000531,553671
LL0000000532,557708
LL0000000533,566920
LL0000000534,558595
LL0000000535,101885554
LL0000000536,567365
LL0000000537,327519
LL0000000538,393655
LL0000000539,100002545
LL0000000540,556208
LL0000000541,100002625
LL0000000542,101885028
LL0000000543,406500
LL0000000544,565037
LL0000000545,562301
LL0000000546,406432
LL0000000547,406855
LL0000000548,556113
LL0000000549,100003458
LL0000000550,445326
LL0000000551,799805
LL0000000552,415138
LL0000000553,436642
LL0000000554,101910198
LL0000000555,566559
LL0000000556,378972
LL0000000557,403146
LL0000000558,560549
LL0000000559,100149794
LL0000000560,378716
LL0000000561,
LL0000000562,
LL0000000563,
LL0000000564,100537549
LL0000000565,
LL0000000566,368435
LL0000000567,103908760
LL0000000568,
LL0000000569,103909173
LL0000000570,
LL0000000571,
LL0000000572,
LL0000000573,572670
LL0000000574,
LL0000000575,101884191
LL0000000576,100536867
LL0000000577,100004373
LL0000000578,
LL0000000579,101883946
LL0000000580,110438942
LL0000000581,
LL0000000582,
LL0000000583,
LL0000000584,
LL0000000585,
LL0000000586,
LL0000040418,
LL0000000587,
LL0000000588,
LL0000000589,
LL0000000590,
LL0000000591,
LL0000000592,
LL0000000593,
LL0000000594,
LL0000000595,
LL0000000596,
LL0000000597,
LL0000000598,
LL0000000599,
LL0000000600,
LL0000000601,
LL0000000602,
LL0000000603,
LL0000000604,101883469
LL0000000605,101882696
LL0000000606,
LL0000000607,368914
LL0000000608,110440182
LL0000000609,
LL0000000610,100534861
LL0000000611,
LL0000000612,
LL0000000613,
LL0000000614,
LL0000000615,559910
LL0000000616,
LL0000000617,
LL0000000618,103909157
LL0000000619,100150820
LL0000000620,
LL0000000621,
LL0000000622,
LL0000000623,
LL0000000624,
LL0000000625,
LL0000000626,101884880
LL0000000627,
LL0000000628,
LL0000000629,796214
LL0000000630,
LL0000000631,110438043
LL0000000632,
LL0000000633,
LL0000000634,
LL0000000635,
LL0000000636,101883115
LL0000000637,
LL0000000638,
LL0000000639,
LL0000000640,101882890
LL0000000641,101883376
LL0000000642,
LL0000000643,103911855
LL0000000644,
LL0000000645,
LL0000000646,
LL0000000647,110438265
LL0000000648,555502
LL0000000649,
LL0000000650,
LL0000000651,
LL0000000652,
LL0000000653,
LL0000000654,103911738
LL0000000655,
LL0000000656,
LL0000000657,
LL0000000658,
LL0000000659,
LL0000000660,
LL0000000661,
LL0000000662,
LL0000000663,795715
LL0000000664,
LL0000000665,
LL0000000666,
LL0000000667,
LL0000000668,
LL0000000669,
LL0000000670,
LL0000000671,
LL0000000672,
LL0000000673,
LL0000000674,
LL0000000675,
LL0000000676,
LL0000000677,
LL0000000678,
LL0000000679,
LL0000000680,
LL0000000681,
LL0000000682,
LL0000000683,100170822
LL0000000684,
LL0000000685,
LL0000000686,
LL0000000687,795984
LL0000000688,103911143
LL0000000689,
LL0000000690,
LL0000000691,
LL0000000692,
LL0000000693,
LL0000000694,110439353
LL0000000695,
LL0000000696,100535847
LL0000000697,101885386
LL0000000698,101885961
LL0000000699,
LL0000000700,
LL0000000701,562831
LL0000000702,
LL0000000703,
LL0000000704,
LL0000000705,
LL0000000706,100536429
LL0000040393,
LL0000000707,103909355
LL0000000708,
LL0000000709,
LL0000000710,
LL0000000711,101884194
LL0000000712,108181172
LL0000000713,
LL0000000714,
LL0000000715,
LL0000000716,
LL0000000717,
LL0000000718,
LL0000000719,108180717
LL0000000720,
LL0000000721,
LL0000000722,
LL0000000723,
LL0000000724,
LL0000000725,
LL0000000726,
LL0000000727,
LL0000000728,
LL0000000729,
LL0000000730,
LL0000000731,
LL0000000732,
LL0000000733,
LL0000000734,110438403
LL0000000735,
LL0000000736,
LL0000000737,
LL0000000738,
LL0000000739,
LL0000000740,799373
LL0000000741,
LL0000000742,
LL0000000743,
LL0000000744,100537716
LL0000000745,799819
LL0000000746,564387
LL0000000747,103910210
LL0000000748,
LL0000000749,567472
LL0000000750,
LL0000000751,
LL0000000752,
LL0000000753,
LL0000000754,
LL0000000755,103909307
LL0000000756,
LL0000000757,103911520
LL0000000758,
LL0000000759,563626
LL0000000760,
LL0000000761,563381
LL0000000762,
LL0000000763,110439814
LL0000000764,101883053
LL0000000765,
LL0000000766,
LL0000000767,
LL0000000768,110438638
LL0000040476,
LL0000000769,
LL0000000770,
LL0000000771,101885999
LL0000000772,100001479
LL0000000773,
LL0000000774,
LL0000000775,
LL0000000776,
LL0000000777,
LL0000000778,101885157
LL0000000779,
LL0000000780,
LL0000000781,
LL0000000782,
LL0000000783,101885450
LL0000000784,
LL0000000785,
LL0000000786,
LL0000000787,
LL0000000788,
LL0000000789,
LL0000000790,
LL0000000791,
LL0000000792,
LL0000000793,
LL0000000794,100307083
LL0000000795,
LL0000000796,
LL0000000797,
LL0000000798,
LL0000000799,
LL0000000800,103909137
LL0000000801,
LL0000000802,
LL0000000803,
LL0000000804,
LL0000000805,792450
LL0000000806,
LL0000000807,
LL0000000808,103911374
LL0000000809,101882305
LL0000000810,
LL0000000811,
LL0000000812,
LL0000000813,101884073
LL0000000814,564963
LL0000000815,
LL0000000816,
LL0000000817,
LL0000000818,
LL0000000819,560023
LL0000000820,
LL0000000821,
LL0000000822,
LL0000000823,101885516
LL0000000824,
LL0000000825,
LL0000000826,101882098
LL0000000827,101886962
LL0000000828,567978
LL0000000829,103911997
LL0000000830,570571
LL0000000831,
LL0000000832,
LL0000000833,
LL0000000834,
LL0000000835,
LL0000000836,
LL0000000837,
LL0000000838,103911097
LL0000000839,
LL0000000840,
LL0000000841,
LL0000000842,
LL0000000843,100332577
LL0000000844,
LL0000000845,
LL0000000846,
LL0000000847,
LL0000000848,
LL0000000849,
LL0000000850,
LL0000000851,110438180
LL0000000852,
LL0000000853,
LL0000000854,108190448
LL0000000855,
LL0000000856,550338
LL0000000857,64608
LL0000000858,64607
LL0000000859,30194
LL0000000860,323919
LL0000000861,492710
LL0000000862,557186
LL0000000863,116713
LL0000000864,751785
LL0000000865,100526683
LL0000000866,100333269
LL0000000867,393462
LL0000000868,368239
LL0000000869,100000026
LL0000000870,323653
LL0000000871,447920
LL0000000872,282559
LL0000000873,557008
LL0000000874,394133
LL0000000875,565235
LL0000000876,436647
LL0000000877,334197
LL0000000878,447801
LL0000000879,100005587
LL0000000880,100006238
LL0000000881,399481
LL0000000882,336425
LL0000000883,406496
LL0000000884,321664
LL0000000885,792692
LL0000000886,369193
LL0000000887,334161
LL0000000888,100331575
LL0000000889,407614
LL0000000890,569494
LL0000000891,557181
LL0000000892,450072
LL0000000893,403068
LL0000000894,553725
LL0000000895,751635
LL0000000896,445327
LL0000000897,327601
LL0000000898,393598
LL0000000899,563509
LL0000000900,100535009
LL0000000901,101886413
LL0000000902,100329254
LL0000000903,553720
LL0000000904,569291
LL0000000905,792266
LL0000000906,553475
LL0000000907,570158
LL0000000908,317736
LL0000000909,550272
LL0000000910,556362
LL0000000911,436989
LL0000000912,561882
LL0000000913,322732
LL0000000914,567204
LL0000000915,337376
LL0000000916,573013
LL0000000917,724056
LL0000000918,553602
LL0000000919,794132
LL0000000920,100330410
LL0000000921,541539
LL0000000922,574009
LL0000000923,559835
LL0000000924,100321139
LL0000000925,100534893
LL0000000926,393982
LL0000000927,557014
LL0000000928,100318899
LL0000000929,565176
LL0000000930,100006399
LL0000000931,497424
LL0000000932,560127
LL0000000933,553653
LL0000000934,100001700
LL0000000935,394093
LL0000000936,100332642
LL0000000937,559106
LL0000000938,792097
LL0000000939,402826
LL0000000940,402981
LL0000000941,100885784
LL0000000942,100101649
LL0000000943,406442
LL0000000944,101884807
LL0000000945,493624
LL0000000946,100144409
LL0000000947,100000131
LL0000000948,393553
LL0000000949,793454
LL0000000950,751744
LL0000000951,563421
LL0000000952,558920
LL0000000953,559784
LL0000000954,393867
LL0000000955,100330772
LL0000000956,571355
LL0000000957,556578
LL0000000958,333997
LL0000000959,393804
LL0000000960,450000
LL0000000961,406539
LL0000000962,568795
LL0000000963,798352
LL0000000964,768140
LL0000000965,569473
LL0000000966,751740
LL0000000967,550576
LL0000000968,100318335
LL0000000969,494046
LL0000000970,322854
LL0000000971,558402
LL0000000972,794315
LL0000000973,566702
LL0000000974,561047
LL0000000975,100192207
LL0000000976,569547
LL0000000977,562704
LL0000000978,114407
LL0000000979,101101687
LL0000000980,114408
LL0000000981,571050
LL0000000982,544656
LL0000000983,334311
LL0000000984,569092
LL0000000985,503514
LL0000000986,114421
LL0000000987,492647
LL0000000988,566212
LL0000000989,561927
LL0000000990,450053
LL0000000991,449796
LL0000000992,797662
LL0000000993,568926
LL0000000994,450043
LL0000000995,103909035
LL0000000996,100126016
LL0000000997,368636
LL0000000998,569271
LL0000000999,562681
LL0000001000,566413
LL0000001001,100149106
LL0000001002,100333998
LL0000001003,568480
LL0000001004,571148
LL0000001005,323738
LL0000001006,563327
LL0000001007,566524
LL0000001008,561277
LL0000001009,100170831
LL0000001010,559297
LL0000001011,568987
LL0000001012,334389
LL0000001013,
LL0000001014,406403
LL0000001015,393955
LL0000001016,559527
LL0000001017,327352
LL0000001018,393119
LL0000001019,556837
LL0000001020,568981
LL0000001021,325167
LL0000001022,562931
LL0000001023,550225
LL0000001024,100151027
LL0000001025,564159
LL0000001026,101886079
LL0000001027,393244
LL0000001028,565326
LL0000001029,386887
LL0000001030,560747
LL0000001031,553798
LL0000001032,550610
LL0000001033,557568
LL0000001034,569518
LL0000001035,568270
LL0000001036,557905
LL0000001037,798097
LL0000001038,560938
LL0000001039,565548
LL0000001040,793783
LL0000001041,100000333
LL0000001042,100005118
LL0000001043,561373
LL0000001044,553808
LL0000001045,100329397
LL0000001046,402888
LL0000001047,550246
LL0000001048,
LL0000001049,449857
LL0000001050,553206
LL0000001051,564614
LL0000001052,436851
LL0000001053,100006755
LL0000001054,101885975
LL0000001055,101886816
LL0000001056,100330565
LL0000001057,378477
LL0000001058,492328
LL0000001059,100334911
LL0000001060,100003659
LL0000001061,565408
LL0000001062,100136846
LL0000001063,431735
LL0000001064,449657
LL0000001065,553307
LL0000001066,562517
LL0000001067,407698
LL0000001068,566425
LL0000001069,565195
LL0000001070,100007289
LL0000001071,566373
LL0000001072,
LL0000001073,553392
LL0000001074,100534737
LL0000001075,560102
LL0000001076,100535437
LL0000001077,556876
LL0000001078,562947
LL0000001079,562782
LL0000001080,100126106
LL0000001081,559809
LL0000001082,30630
LL0000001083,30652
LL0000001084,335907
LL0000001085,322000
LL0000001086,406562
LL0000001087,100004744
LL0000001088,558452
LL0000001089,322533
LL0000001090,793153
LL0000001091,556289
LL0000001092,563907
LL0000001093,563132
LL0000001094,557239
LL0000001095,560841
LL0000001096,550268
LL0000001097,368215
LL0000001098,353365
LL0000001099,81880
LL0000001100,554118
LL0000001101,334724
LL0000001102,353358
LL0000001103,494158
LL0000001104,325557
LL0000001105,799806
LL0000001106,447893
LL0000001107,492336
LL0000001108,353362
LL0000001109,557578
LL0000001110,337132
LL0000001111,353363
LL0000001112,555401
LL0000001113,541429
LL0000001114,64265
LL0000001115,570457
LL0000001116,100332265
LL0000001117,562166
LL0000001118,324466
LL0000001119,100007877
LL0000001120,100330411
LL0000001121,403021
LL0000001122,445244
LL0000001123,393279
LL0000001124,327237
LL0000001125,550415
LL0000001126,447897
LL0000001127,558153
LL0000001128,334632
LL0000001129,321051
LL0000001130,394001
LL0000001131,100148085
LL0000001132,563316
LL0000001133,100000165
LL0000001134,563359
LL0000001135,266798
LL0000001136,415244
LL0000039760,449791
LL0000039761,449791
LL0000001138,436812
LL0000001139,393309
LL0000001140,570467
LL0000001141,436945
LL0000001142,368852
LL0000001143,100148772
LL0000001144,553681
LL0000001145,556111
LL0000001146,100537934
LL0000001147,58131
LL0000001148,100003938
LL0000001149,565507
LL0000001150,100330365
LL0000001151,327160
LL0000001152,449850
LL0000001153,565164
LL0000001154,393607
LL0000001155,564990
LL0000001156,101883158
LL0000001157,386762
LL0000001158,565771
LL0000001159,100001408
LL0000001160,100333019
LL0000001161,100536023
LL0000001162,406730
LL0000001163,393115
LL0000001164,386808
LL0000001165,321676
LL0000001166,447941
LL0000001167,798375
LL0000001168,793710
LL0000001169,561935
LL0000001170,565492
LL0000001171,404233
LL0000001172,796801
LL0000001173,266637
LL0000001174,100002992
LL0000001175,30355
LL0000001176,100101640
LL0000001177,322327
LL0000001178,550608
LL0000001179,322543
LL0000001180,570354
LL0000001181,566465
LL0000001182,321166
LL0000001183,100330435
LL0000001184,503736
LL0000001185,567047
LL0000001186,570638
LL0000001187,568972
LL0000001188,570390
LL0000001189,767642
LL0000001190,100148022
LL0000001191,567972
LL0000001192,553587
LL0000001193,30314
LL0000001194,793418
LL0000001195,560340
LL0000001196,569714
LL0000001197,641319
LL0000001198,449837
LL0000001199,541537
LL0000001200,798687
LL0000001201,58083
LL0000001202,170846
LL0000001203,322995
LL0000001204,571540
LL0000001205,100000135
LL0000001206,393641
LL0000001207,405797
LL0000001208,436621
LL0000001209,100034395
LL0000001210,553476
LL0000001211,436844
LL0000001212,335821
LL0000001213,559284
LL0000001214,406777
LL0000001215,568049
LL0000001216,445293
LL0000001217,334529
LL0000001218,447923
LL0000001219,563130
LL0000001220,555598
LL0000001221,606660
LL0000001222,570191
LL0000001223,393436
LL0000001224,100005148
LL0000001225,403063
LL0000001226,101883993
LL0000001227,571767
LL0000001228,558931
LL0000001229,266982
LL0000001230,399661
LL0000001231,101884611
LL0000001232,100332031
LL0000001233,114428
LL0000001234,399477
LL0000001235,327026
LL0000001236,445047
LL0000001237,368822
LL0000001238,445196
LL0000001239,550402
LL0000001240,378724
LL0000001241,550265
LL0000001242,336063
LL0000001243,100003206
LL0000001244,100149572
LL0000001245,641490
LL0000001246,402889
LL0000001247,100329953
LL0000001248,100334572
LL0000001249,562652
LL0000001250,100003895
LL0000001251,449664
LL0000001252,550342
LL0000001253,503602
LL0000001254,570368
LL0000001255,322614
LL0000001256,406834
LL0000001257,393131
LL0000001258,550478
LL0000001259,692277
LL0000001260,406608
LL0000001261,563267
LL0000001262,393848
LL0000001263,100003547
LL0000001264,550254
LL0000001265,100141341
LL0000001266,100004252
LL0000001267,100537002
LL0000001268,796434
LL0000001269,100002649
LL0000001270,556095
LL0000001271,326745
LL0000001272,562503
LL0000001273,555573
LL0000001274,100006233
LL0000001275,562244
LL0000001276,100005116
LL0000001277,562468
LL0000001278,564211
LL0000001279,566523
LL0000001280,492794
LL0000001281,564805
LL0000001282,378998
LL0000001283,101885883
LL0000001284,562449
LL0000001285,569434
LL0000001286,569720
LL0000001287,100004299
LL0000001288,564565
LL0000001289,559813
LL0000001290,101884459
LL0000001291,566275
LL0000001292,569534
LL0000001293,100333556
LL0000001294,393416
LL0000001295,561231
LL0000001296,795752
LL0000001297,101882360
LL0000001298,406770
LL0000001299,394132
LL0000001300,334278
LL0000001301,799435
LL0000001302,567649
LL0000001303,565268
LL0000001304,562455
LL0000001305,571031
LL0000001306,101882903
LL0000001307,567180
LL0000001308,100002227
LL0000001309,407987
LL0000001310,562264
LL0000001311,569202
LL0000001312,368266
LL0000001313,557983
LL0000001314,561276
LL0000001315,569561
LL0000001316,559941
LL0000001317,570228
LL0000001318,559216
LL0000001319,101883655
LL0000001320,100317614
LL0000001321,492469
LL0000001322,553761
LL0000001323,559017
LL0000001324,100151026
LL0000001325,100537160
LL0000001326,558288
LL0000001327,553493
LL0000001328,494081
LL0000001329,559868
LL0000001330,560923
LL0000001331,100141358
LL0000001332,568161
LL0000001333,569589
LL0000001334,566352
LL0000001335,562799
LL0000001336,571249
LL0000001337,569444
LL0000001338,327404
LL0000001339,100462698
LL0000001340,100536827
LL0000001341,572528
LL0000001342,327005
LL0000001343,405859
LL0000001344,406417
LL0000001345,436746
LL0000001346,324689
LL0000001347,793658
LL0000001348,286784
LL0000001349,556921
LL0000001350,751672
LL0000001351,567657
LL0000001352,560030
LL0000001353,100037345
LL0000001354,449774
LL0000001355,393976
LL0000001356,797451
LL0000001357,393666
LL0000001358,393692
LL0000001359,393834
LL0000001360,338267
LL0000001361,550444
LL0000001362,406531
LL0000001363,323573
LL0000001364,436611
LL0000001365,393819
LL0000001366,494134
LL0000001367,394087
LL0000001368,553796
LL0000001369,450076
LL0000001370,436790
LL0000001371,100037347
LL0000001372,327551
LL0000001373,567222
LL0000001374,337424
LL0000001375,562445
LL0000001376,751670
LL0000001377,494066
LL0000001378,557740
LL0000001379,321240
LL0000001380,555846
LL0000001381,560136
LL0000001382,799229
LL0000001383,569910
LL0000001384,555425
LL0000001385,767659
LL0000001386,571528
LL0000001387,100334308
LL0000001388,100000984
LL0000001389,393591
LL0000001390,541518
LL0000001391,493634
LL0000001392,64277
LL0000001393,58098
LL0000001394,352935
LL0000001395,58099
LL0000001396,394243
LL0000001397,335474
LL0000001398,327068
LL0000001399,415204
LL0000001400,114456
LL0000001401,445305
LL0000001402,336504
LL0000001403,399482
LL0000001404,393550
LL0000001405,556104
LL0000001406,550477
LL0000001407,393603
LL0000001408,393947
LL0000001409,564134
